"";"SHP";"VUOSI";"HOITOMUOTO";"JAKSO";"KAYNTEJA";"JAKSOJA"
"295";"Helsingin ja Uudenmaan SHP";"2020";"PTH avohoito";"4 viikkoa";1514;2731
"296";"Helsingin ja Uudenmaan SHP";"2020";"Rehospitalisaatio";"4 viikkoa";649;2731
"297";"Helsingin ja Uudenmaan SHP";"2020";"Sosiaalihuolto";"2 viikkoa";149;2731
"298";"Helsingin ja Uudenmaan SHP";"2020";"Päivystyskäynti";"2 viikkoa";300;2731
"299";"Helsingin ja Uudenmaan SHP";"2020";"Rehospitalisaatio";"2 viikkoa";429;2731
"300";"Helsingin ja Uudenmaan SHP";"2020";"Sosiaalihuolto";"1 viikko";141;2731
"301";"Helsinki";"2019";"Sosiaalihuolto";"1 viikko";132;1857
"302";"Helsinki";"2019";"Päivystyskäynti";"4 viikkoa";283;1857
"303";"Helsinki";"2019";"PTH avohoito mielenterveys";"1 viikko";1;1857
"304";"Helsinki";"2019";"PTH + ESH avohoito (käynnit)";"1 viikko";1216;1857
"305";"Helsinki";"2019";"Sosiaalihuolto";"2 viikkoa";137;1857
"306";"Helsinki";"2019";"Sosiaalihuolto";"4 viikkoa";144;1857
"307";"Helsinki";"2019";"ESH avohoito";"4 viikkoa";1399;1857
"308";"Helsinki";"2019";"PTH avohoito mielenterveys";"2 viikkoa";3;1857
"309";"Helsinki";"2019";"ESH avohoito";"1 viikko";1079;1857
"310";"Helsinki";"2019";"Päivystyskäynti";"2 viikkoa";214;1857
"311";"Helsinki";"2019";"PTH + ESH avohoito (käynnit)";"4 viikkoa";1533;1857
"312";"Helsinki";"2019";"Kuollut";"1 viikko";1;1857
"313";"Helsinki";"2019";"Rehospitalisaatio";"1 viikko";129;1857
"314";"Helsinki";"2019";"ESH avohoito";"2 viikkoa";1283;1857
"315";"Helsinki";"2019";"PTH avohoito (käynnit)";"2 viikkoa";397;1857
"316";"Helsinki";"2019";"PTH avohoito mielenterveys";"4 viikkoa";6;1857
"317";"Helsinki";"2019";"Kuollut";"2 viikkoa";4;1857
"318";"Helsinki";"2019";"PTH + ESH avohoito (käynnit)";"2 viikkoa";1422;1857
"319";"Helsinki";"2019";"Kuollut";"4 viikkoa";6;1857
"320";"Helsinki";"2019";"Yhteensä";"2 viikkoa";1553;1857
"321";"Helsinki";"2019";"Yhteensä";"4 viikkoa";1643;1857
"322";"Helsinki";"2019";"PTH avohoito (käynnit)";"4 viikkoa";505;1857
"323";"Helsinki";"2019";"Yhteensä";"1 viikko";1355;1857
"324";"Helsinki";"2019";"Päivystyskäynti";"1 viikko";150;1857
"325";"Helsinki";"2019";"PTH avohoito";"4 viikkoa";674;1857
"326";"Helsinki";"2019";"Yhteensä (käynnit)";"4 viikkoa";1624;1857
"327";"Helsinki";"2019";"PTH avohoito (käynnit)";"1 viikko";288;1857
"328";"Helsinki";"2019";"Rehospitalisaatio";"2 viikkoa";207;1857
"329";"Helsinki";"2019";"PTH avohoito";"2 viikkoa";531;1857
"330";"Helsinki";"2019";"PTH avohoito";"1 viikko";385;1857
"331";"Helsinki";"2019";"Yhteensä (käynnit)";"2 viikkoa";1526;1857
"332";"Helsinki";"2019";"Rehospitalisaatio";"4 viikkoa";298;1857
"333";"Helsinki";"2019";"Yhteensä (käynnit)";"1 viikko";1325;1857
"334";"Helsinki";"2020";"Yhteensä";"4 viikkoa";906;1054
"335";"Helsinki";"2020";"Päivystyskäynti";"2 viikkoa";76;1054
"336";"Helsinki";"2020";"ESH avohoito";"2 viikkoa";574;1054
"337";"Helsinki";"2020";"PTH avohoito";"4 viikkoa";565;1054
"338";"Helsinki";"2020";"PTH avohoito";"2 viikkoa";427;1054
"339";"Helsinki";"2020";"Yhteensä";"2 viikkoa";825;1054
"340";"Helsinki";"2020";"PTH avohoito (käynnit)";"4 viikkoa";479;1054
"341";"Helsinki";"2020";"ESH avohoito";"1 viikko";500;1054
"342";"Helsinki";"2020";"Yhteensä (käynnit)";"1 viikko";680;1054
"343";"Helsinki";"2020";"ESH avohoito";"4 viikkoa";641;1054
"344";"Helsinki";"2020";"PTH avohoito";"1 viikko";306;1054
"345";"Helsinki";"2020";"Rehospitalisaatio";"1 viikko";49;1054
"346";"Helsinki";"2020";"Rehospitalisaatio";"2 viikkoa";87;1054
"347";"Helsinki";"2020";"Päivystyskäynti";"4 viikkoa";97;1054
"348";"Helsinki";"2020";"PTH avohoito mielenterveys";"2 viikkoa";1;1054
"349";"Helsinki";"2020";"PTH avohoito mielenterveys";"4 viikkoa";1;1054
"350";"Helsinki";"2020";"Päivystyskäynti";"1 viikko";56;1054
"351";"Helsinki";"2020";"Sosiaalihuolto";"1 viikko";42;1054
"352";"Helsinki";"2020";"Sosiaalihuolto";"4 viikkoa";45;1054
"353";"Helsinki";"2020";"PTH + ESH avohoito (käynnit)";"1 viikko";643;1054
"354";"Helsinki";"2020";"PTH + ESH avohoito (käynnit)";"2 viikkoa";763;1054
"355";"Helsinki";"2020";"Yhteensä (käynnit)";"2 viikkoa";796;1054
"356";"Helsinki";"2020";"Yhteensä (käynnit)";"4 viikkoa";875;1054
"357";"Helsinki";"2020";"Kuollut";"4 viikkoa";2;1054
"358";"Helsinki";"2020";"Yhteensä";"1 viikko";709;1054
"359";"Helsinki";"2020";"PTH avohoito (käynnit)";"2 viikkoa";343;1054
"360";"Helsinki";"2020";"Rehospitalisaatio";"4 viikkoa";134;1054
"361";"Helsinki";"2020";"PTH avohoito (käynnit)";"1 viikko";234;1054
"362";"Helsinki";"2020";"PTH + ESH avohoito (käynnit)";"4 viikkoa";848;1054
"363";"Helsinki";"2020";"Sosiaalihuolto";"2 viikkoa";44;1054
"364";"Helsinki";"2020";"Kuollut";"2 viikkoa";1;1054
"365";"Itä-Savon SHP";"2019";"Sosiaalihuolto";"1 viikko";6;148
"366";"Itä-Savon SHP";"2019";"ESH avohoito";"1 viikko";36;148
"367";"Itä-Savon SHP";"2019";"PTH avohoito (käynnit)";"1 viikko";35;148
"368";"Itä-Savon SHP";"2019";"Päivystyskäynti";"4 viikkoa";14;148
"369";"Itä-Savon SHP";"2019";"Sosiaalihuolto";"2 viikkoa";7;148
"370";"Itä-Savon SHP";"2019";"ESH avohoito";"2 viikkoa";55;148
"371";"Itä-Savon SHP";"2019";"ESH avohoito";"4 viikkoa";68;148
"372";"Itä-Savon SHP";"2019";"PTH avohoito";"4 viikkoa";101;148
"373";"Itä-Savon SHP";"2019";"PTH avohoito mielenterveys";"1 viikko";15;148
"374";"Itä-Savon SHP";"2019";"PTH + ESH avohoito (käynnit)";"2 viikkoa";95;148
"375";"Itä-Savon SHP";"2019";"Päivystyskäynti";"1 viikko";7;148
"376";"Itä-Savon SHP";"2019";"PTH avohoito mielenterveys";"4 viikkoa";34;148
"377";"Itä-Savon SHP";"2019";"PTH + ESH avohoito (käynnit)";"1 viikko";65;148
"378";"Itä-Savon SHP";"2019";"PTH avohoito (käynnit)";"4 viikkoa";78;148
"379";"Itä-Savon SHP";"2019";"PTH avohoito mielenterveys";"2 viikkoa";27;148
"380";"Itä-Savon SHP";"2019";"PTH + ESH avohoito (käynnit)";"4 viikkoa";109;148
"381";"Itä-Savon SHP";"2019";"PTH avohoito (käynnit)";"2 viikkoa";59;148
"382";"Itä-Savon SHP";"2019";"Sosiaalihuolto";"4 viikkoa";7;148
"383";"Itä-Savon SHP";"2019";"Yhteensä";"1 viikko";94;148
"384";"Itä-Savon SHP";"2019";"PTH avohoito";"2 viikkoa";85;148
"385";"Itä-Savon SHP";"2019";"PTH avohoito";"1 viikko";58;148
"386";"Itä-Savon SHP";"2019";"Rehospitalisaatio";"1 viikko";12;148
"387";"Itä-Savon SHP";"2019";"Rehospitalisaatio";"2 viikkoa";17;148
"388";"Itä-Savon SHP";"2019";"Kuollut";"2 viikkoa";1;148
"389";"Itä-Savon SHP";"2019";"Kuollut";"4 viikkoa";1;148
"390";"Itä-Savon SHP";"2019";"Päivystyskäynti";"2 viikkoa";11;148
"391";"Itä-Savon SHP";"2019";"Kuollut";"1 viikko";1;148
"392";"Itä-Savon SHP";"2019";"Yhteensä (käynnit)";"2 viikkoa";103;148
"393";"Itä-Savon SHP";"2019";"Yhteensä";"2 viikkoa";122;148
"394";"Itä-Savon SHP";"2019";"Yhteensä";"4 viikkoa";130;148
"395";"Itä-Savon SHP";"2019";"Yhteensä (käynnit)";"1 viikko";75;148
"396";"Itä-Savon SHP";"2019";"Rehospitalisaatio";"4 viikkoa";25;148
"397";"Itä-Savon SHP";"2019";"Yhteensä (käynnit)";"4 viikkoa";114;148
"398";"Itä-Savon SHP";"2020";"ESH avohoito";"2 viikkoa";40;130
"399";"Itä-Savon SHP";"2020";"ESH avohoito";"4 viikkoa";55;130
"400";"Itä-Savon SHP";"2020";"Yhteensä";"2 viikkoa";110;130
"401";"Itä-Savon SHP";"2020";"Yhteensä";"4 viikkoa";118;130
"402";"Itä-Savon SHP";"2020";"PTH avohoito mielenterveys";"2 viikkoa";26;130
"403";"Itä-Savon SHP";"2020";"ESH avohoito";"1 viikko";28;130
"404";"Itä-Savon SHP";"2020";"Yhteensä (käynnit)";"1 viikko";77;130
"405";"Itä-Savon SHP";"2020";"Yhteensä (käynnit)";"2 viikkoa";96;130
"406";"Itä-Savon SHP";"2020";"PTH avohoito";"1 viikko";76;130
"407";"Itä-Savon SHP";"2020";"Rehospitalisaatio";"1 viikko";8;130
"408";"Itä-Savon SHP";"2020";"PTH avohoito";"2 viikkoa";95;130
"409";"Itä-Savon SHP";"2020";"PTH avohoito";"4 viikkoa";109;130
"410";"Itä-Savon SHP";"2020";"PTH avohoito mielenterveys";"1 viikko";16;130
"411";"Itä-Savon SHP";"2020";"Yhteensä";"1 viikko";90;130
"412";"Itä-Savon SHP";"2020";"PTH avohoito (käynnit)";"1 viikko";55;130
"413";"Itä-Savon SHP";"2020";"Päivystyskäynti";"1 viikko";5;130
"414";"Itä-Savon SHP";"2020";"PTH avohoito mielenterveys";"4 viikkoa";37;130
"415";"Itä-Savon SHP";"2020";"PTH + ESH avohoito (käynnit)";"1 viikko";76;130
"416";"Itä-Savon SHP";"2020";"PTH + ESH avohoito (käynnit)";"2 viikkoa";93;130
"417";"Itä-Savon SHP";"2020";"Sosiaalihuolto";"4 viikkoa";5;130
"418";"Itä-Savon SHP";"2020";"PTH + ESH avohoito (käynnit)";"4 viikkoa";108;130
"419";"Itä-Savon SHP";"2020";"Yhteensä (käynnit)";"4 viikkoa";109;130
"420";"Itä-Savon SHP";"2020";"Päivystyskäynti";"4 viikkoa";14;130
"421";"Itä-Savon SHP";"2020";"Sosiaalihuolto";"2 viikkoa";4;130
"422";"Itä-Savon SHP";"2020";"PTH avohoito (käynnit)";"2 viikkoa";68;130
"423";"Itä-Savon SHP";"2020";"Rehospitalisaatio";"4 viikkoa";19;130
"424";"Itä-Savon SHP";"2020";"Rehospitalisaatio";"2 viikkoa";14;130
"425";"Itä-Savon SHP";"2020";"PTH avohoito (käynnit)";"4 viikkoa";85;130
"426";"Itä-Savon SHP";"2020";"Päivystyskäynti";"2 viikkoa";10;130
"427";"Itä-Savon SHP";"2020";"Sosiaalihuolto";"1 viikko";3;130
"428";"Kainuun SHP";"2019";"ESH avohoito";"1 viikko";20;240
"429";"Kainuun SHP";"2019";"PTH avohoito mielenterveys";"2 viikkoa";121;240
"430";"Kainuun SHP";"2019";"ESH avohoito";"2 viikkoa";26;240
"431";"Kainuun SHP";"2019";"PTH avohoito mielenterveys";"1 viikko";106;240
"432";"Kainuun SHP";"2019";"Päivystyskäynti";"2 viikkoa";41;240
"433";"Kainuun SHP";"2019";"Yhteensä";"1 viikko";180;240
"434";"Kainuun SHP";"2019";"PTH + ESH avohoito (käynnit)";"1 viikko";138;240
"435";"Kainuun SHP";"2019";"PTH avohoito";"1 viikko";160;240
"436";"Kainuun SHP";"2019";"PTH + ESH avohoito (käynnit)";"4 viikkoa";177;240
"437";"Kainuun SHP";"2019";"PTH avohoito (käynnit)";"2 viikkoa";144;240
"438";"Kainuun SHP";"2019";"Päivystyskäynti";"4 viikkoa";53;240
"439";"Kainuun SHP";"2019";"Yhteensä (käynnit)";"4 viikkoa";189;240
"440";"Kainuun SHP";"2019";"ESH avohoito";"4 viikkoa";39;240
"441";"Kainuun SHP";"2019";"Sosiaalihuolto";"4 viikkoa";7;240
"442";"Kainuun SHP";"2019";"Sosiaalihuolto";"1 viikko";7;240
"443";"Kainuun SHP";"2019";"Sosiaalihuolto";"2 viikkoa";7;240
"444";"Kainuun SHP";"2019";"PTH + ESH avohoito (käynnit)";"2 viikkoa";159;240
"445";"Kainuun SHP";"2019";"PTH avohoito (käynnit)";"1 viikko";125;240
"446";"Kainuun SHP";"2019";"Yhteensä";"2 viikkoa";203;240
"447";"Kainuun SHP";"2019";"Yhteensä";"4 viikkoa";214;240
"448";"Kainuun SHP";"2019";"PTH avohoito (käynnit)";"4 viikkoa";165;240
"449";"Kainuun SHP";"2019";"PTH avohoito mielenterveys";"4 viikkoa";136;240
"450";"Kainuun SHP";"2019";"Päivystyskäynti";"1 viikko";32;240
"451";"Kainuun SHP";"2019";"Kuollut";"4 viikkoa";2;240
"452";"Kainuun SHP";"2019";"Rehospitalisaatio";"4 viikkoa";50;240
"453";"Kainuun SHP";"2019";"Yhteensä (käynnit)";"2 viikkoa";172;240
"454";"Kainuun SHP";"2019";"Rehospitalisaatio";"1 viikko";20;240
"455";"Kainuun SHP";"2019";"Rehospitalisaatio";"2 viikkoa";34;240
"456";"Kainuun SHP";"2019";"PTH avohoito";"4 viikkoa";196;240
"457";"Kainuun SHP";"2019";"Yhteensä (käynnit)";"1 viikko";152;240
"458";"Kainuun SHP";"2019";"PTH avohoito";"2 viikkoa";182;240
"459";"Kainuun SHP";"2020";"Yhteensä (käynnit)";"4 viikkoa";208;236
"460";"Kainuun SHP";"2020";"Yhteensä (käynnit)";"2 viikkoa";186;236
"461";"Kainuun SHP";"2020";"Yhteensä";"4 viikkoa";221;236
"462";"Kainuun SHP";"2020";"PTH avohoito mielenterveys";"4 viikkoa";151;236
"463";"Kainuun SHP";"2020";"Yhteensä (käynnit)";"1 viikko";153;236
"464";"Kainuun SHP";"2020";"PTH avohoito";"4 viikkoa";216;236
"465";"Kainuun SHP";"2020";"PTH + ESH avohoito (käynnit)";"4 viikkoa";202;236
"466";"Kainuun SHP";"2020";"ESH avohoito";"1 viikko";24;236
"467";"Kainuun SHP";"2020";"PTH avohoito";"2 viikkoa";203;236
"468";"Kainuun SHP";"2020";"PTH + ESH avohoito (käynnit)";"2 viikkoa";180;236
"469";"Kainuun SHP";"2020";"Rehospitalisaatio";"1 viikko";24;236
"470";"Kainuun SHP";"2020";"Rehospitalisaatio";"2 viikkoa";35;236
"471";"Kainuun SHP";"2020";"Päivystyskäynti";"4 viikkoa";30;236
"472";"Kainuun SHP";"2020";"PTH avohoito";"1 viikko";173;236
"473";"Kainuun SHP";"2020";"Yhteensä";"2 viikkoa";207;236
"474";"Kainuun SHP";"2020";"Päivystyskäynti";"2 viikkoa";23;236
"475";"Kainuun SHP";"2020";"Sosiaalihuolto";"4 viikkoa";3;236
"476";"Kainuun SHP";"2020";"Sosiaalihuolto";"1 viikko";2;236
"477";"Kainuun SHP";"2020";"PTH + ESH avohoito (käynnit)";"1 viikko";144;236
"478";"Kainuun SHP";"2020";"Päivystyskäynti";"1 viikko";19;236
"479";"Kainuun SHP";"2020";"PTH avohoito mielenterveys";"2 viikkoa";129;236
"480";"Kainuun SHP";"2020";"ESH avohoito";"4 viikkoa";50;236
"481";"Kainuun SHP";"2020";"PTH avohoito mielenterveys";"1 viikko";96;236
"482";"Kainuun SHP";"2020";"Yhteensä";"1 viikko";184;236
"483";"Kainuun SHP";"2020";"ESH avohoito";"2 viikkoa";34;236
"484";"Kainuun SHP";"2020";"Sosiaalihuolto";"2 viikkoa";2;236
"485";"Kainuun SHP";"2020";"Rehospitalisaatio";"4 viikkoa";47;236
"486";"Kainuun SHP";"2020";"PTH avohoito (käynnit)";"4 viikkoa";190;236
"487";"Kainuun SHP";"2020";"PTH avohoito (käynnit)";"2 viikkoa";169;236
"488";"Kainuun SHP";"2020";"PTH avohoito (käynnit)";"1 viikko";128;236
"489";"Kanta-Hämeen SHP";"2019";"ESH avohoito";"1 viikko";178;454
"490";"Kanta-Hämeen SHP";"2019";"PTH avohoito mielenterveys";"2 viikkoa";18;454
"491";"Kanta-Hämeen SHP";"2019";"PTH + ESH avohoito (käynnit)";"2 viikkoa";294;454
"492";"Kanta-Hämeen SHP";"2019";"ESH avohoito";"4 viikkoa";261;454
"493";"Kanta-Hämeen SHP";"2019";"Yhteensä";"4 viikkoa";384;454
"494";"Kanta-Hämeen SHP";"2019";"ESH avohoito";"2 viikkoa";227;454
"495";"Kanta-Hämeen SHP";"2019";"Sosiaalihuolto";"4 viikkoa";31;454
"496";"Kanta-Hämeen SHP";"2019";"Päivystyskäynti";"4 viikkoa";24;454
"497";"Kanta-Hämeen SHP";"2019";"PTH avohoito mielenterveys";"1 viikko";12;454
"498";"Kanta-Hämeen SHP";"2019";"Yhteensä (käynnit)";"4 viikkoa";358;454
"499";"Kanta-Hämeen SHP";"2019";"PTH avohoito (käynnit)";"4 viikkoa";197;454
"500";"Kanta-Hämeen SHP";"2019";"PTH + ESH avohoito (käynnit)";"4 viikkoa";344;454
"501";"Kanta-Hämeen SHP";"2019";"Yhteensä";"1 viikko";300;454
"502";"Kanta-Hämeen SHP";"2019";"Sosiaalihuolto";"1 viikko";25;454
"503";"Kanta-Hämeen SHP";"2019";"Sosiaalihuolto";"2 viikkoa";29;454
"504";"Kanta-Hämeen SHP";"2019";"PTH avohoito mielenterveys";"4 viikkoa";30;454
"505";"Kanta-Hämeen SHP";"2019";"Päivystyskäynti";"2 viikkoa";21;454
"506";"Kanta-Hämeen SHP";"2019";"Yhteensä";"2 viikkoa";349;454
"507";"Kanta-Hämeen SHP";"2019";"Yhteensä (käynnit)";"2 viikkoa";310;454
"508";"Kanta-Hämeen SHP";"2019";"PTH + ESH avohoito (käynnit)";"1 viikko";249;454
"509";"Kanta-Hämeen SHP";"2019";"Rehospitalisaatio";"1 viikko";18;454
"510";"Kanta-Hämeen SHP";"2019";"Kuollut";"4 viikkoa";1;454
"511";"Kanta-Hämeen SHP";"2019";"Rehospitalisaatio";"4 viikkoa";80;454
"512";"Kanta-Hämeen SHP";"2019";"Yhteensä (käynnit)";"1 viikko";267;454
"513";"Kanta-Hämeen SHP";"2019";"Päivystyskäynti";"1 viikko";10;454
"514";"Kanta-Hämeen SHP";"2019";"Rehospitalisaatio";"2 viikkoa";42;454
"515";"Kanta-Hämeen SHP";"2019";"PTH avohoito";"4 viikkoa";271;454
"516";"Kanta-Hämeen SHP";"2019";"PTH avohoito (käynnit)";"2 viikkoa";148;454
"517";"Kanta-Hämeen SHP";"2019";"PTH avohoito";"2 viikkoa";230;454
"518";"Kanta-Hämeen SHP";"2019";"Kuollut";"2 viikkoa";1;454
"519";"Kanta-Hämeen SHP";"2019";"Kuollut";"1 viikko";1;454
"520";"Kanta-Hämeen SHP";"2019";"PTH avohoito (käynnit)";"1 viikko";119;454
"521";"Kanta-Hämeen SHP";"2019";"PTH avohoito";"1 viikko";183;454
"522";"Kanta-Hämeen SHP";"2020";"Yhteensä";"4 viikkoa";406;471
"523";"Kanta-Hämeen SHP";"2020";"Päivystyskäynti";"2 viikkoa";17;471
"524";"Kanta-Hämeen SHP";"2020";"Yhteensä (käynnit)";"4 viikkoa";380;471
"525";"Kanta-Hämeen SHP";"2020";"ESH avohoito";"4 viikkoa";273;471
"526";"Kanta-Hämeen SHP";"2020";"Yhteensä";"2 viikkoa";372;471
"527";"Kanta-Hämeen SHP";"2020";"Sosiaalihuolto";"4 viikkoa";19;471
"528";"Kanta-Hämeen SHP";"2020";"Yhteensä (käynnit)";"1 viikko";268;471
"529";"Kanta-Hämeen SHP";"2020";"ESH avohoito";"1 viikko";171;471
"530";"Kanta-Hämeen SHP";"2020";"PTH avohoito mielenterveys";"4 viikkoa";30;471
"531";"Kanta-Hämeen SHP";"2020";"PTH avohoito";"1 viikko";186;471
"532";"Kanta-Hämeen SHP";"2020";"PTH avohoito";"2 viikkoa";242;471
"533";"Kanta-Hämeen SHP";"2020";"ESH avohoito";"2 viikkoa";229;471
"534";"Kanta-Hämeen SHP";"2020";"Yhteensä (käynnit)";"2 viikkoa";334;471
"535";"Kanta-Hämeen SHP";"2020";"PTH avohoito (käynnit)";"2 viikkoa";170;471
"536";"Kanta-Hämeen SHP";"2020";"PTH avohoito (käynnit)";"4 viikkoa";222;471
"537";"Kanta-Hämeen SHP";"2020";"Päivystyskäynti";"1 viikko";8;471
"538";"Kanta-Hämeen SHP";"2020";"PTH avohoito mielenterveys";"1 viikko";11;471
"539";"Kanta-Hämeen SHP";"2020";"Päivystyskäynti";"4 viikkoa";23;471
"540";"Kanta-Hämeen SHP";"2020";"PTH + ESH avohoito (käynnit)";"1 viikko";253;471
"541";"Kanta-Hämeen SHP";"2020";"PTH + ESH avohoito (käynnit)";"2 viikkoa";322;471
"542";"Kanta-Hämeen SHP";"2020";"Sosiaalihuolto";"1 viikko";15;471
"543";"Kanta-Hämeen SHP";"2020";"Yhteensä";"1 viikko";307;471
"544";"Kanta-Hämeen SHP";"2020";"PTH avohoito (käynnit)";"1 viikko";121;471
"545";"Kanta-Hämeen SHP";"2020";"Rehospitalisaatio";"1 viikko";25;471
"546";"Kanta-Hämeen SHP";"2020";"PTH + ESH avohoito (käynnit)";"4 viikkoa";369;471
"547";"Kanta-Hämeen SHP";"2020";"PTH avohoito";"4 viikkoa";299;471
"548";"Kanta-Hämeen SHP";"2020";"Rehospitalisaatio";"4 viikkoa";100;471
"549";"Kanta-Hämeen SHP";"2020";"Kuollut";"4 viikkoa";2;471
"550";"Kanta-Hämeen SHP";"2020";"PTH avohoito mielenterveys";"2 viikkoa";18;471
"551";"Kanta-Hämeen SHP";"2020";"Sosiaalihuolto";"2 viikkoa";15;471
"552";"Kanta-Hämeen SHP";"2020";"Rehospitalisaatio";"2 viikkoa";53;471
"553";"Kanta-Hämeen SHP";"2020";"Kuollut";"1 viikko";1;471
"554";"Kanta-Hämeen SHP";"2020";"Kuollut";"2 viikkoa";1;471
"555";"Keski-Pohjanmaan SHP";"2019";"PTH avohoito (käynnit)";"2 viikkoa";53;225
"556";"Keski-Pohjanmaan SHP";"2019";"PTH + ESH avohoito (käynnit)";"2 viikkoa";128;225
"557";"Keski-Pohjanmaan SHP";"2019";"PTH avohoito mielenterveys";"4 viikkoa";2;225
"558";"Keski-Pohjanmaan SHP";"2019";"PTH avohoito mielenterveys";"1 viikko";1;225
"559";"Keski-Pohjanmaan SHP";"2019";"Yhteensä (käynnit)";"4 viikkoa";175;225
"560";"Keski-Pohjanmaan SHP";"2019";"PTH avohoito mielenterveys";"2 viikkoa";1;225
"561";"Keski-Pohjanmaan SHP";"2019";"PTH + ESH avohoito (käynnit)";"1 viikko";92;225
"562";"Keski-Pohjanmaan SHP";"2019";"Päivystyskäynti";"4 viikkoa";41;225
"563";"Keski-Pohjanmaan SHP";"2019";"ESH avohoito";"1 viikko";69;225
"564";"Keski-Pohjanmaan SHP";"2019";"PTH avohoito";"2 viikkoa";100;225
"565";"Keski-Pohjanmaan SHP";"2019";"PTH avohoito (käynnit)";"4 viikkoa";79;225
"566";"Keski-Pohjanmaan SHP";"2019";"Päivystyskäynti";"2 viikkoa";33;225
"567";"Keski-Pohjanmaan SHP";"2019";"PTH + ESH avohoito (käynnit)";"4 viikkoa";158;225
"568";"Keski-Pohjanmaan SHP";"2019";"ESH avohoito";"2 viikkoa";98;225
"569";"Keski-Pohjanmaan SHP";"2019";"ESH avohoito";"4 viikkoa";123;225
"570";"Keski-Pohjanmaan SHP";"2019";"Sosiaalihuolto";"2 viikkoa";22;225
"571";"Keski-Pohjanmaan SHP";"2019";"Yhteensä (käynnit)";"2 viikkoa";147;225
"572";"Keski-Pohjanmaan SHP";"2019";"Yhteensä (käynnit)";"1 viikko";114;225
"573";"Keski-Pohjanmaan SHP";"2019";"Yhteensä";"2 viikkoa";165;225
"574";"Keski-Pohjanmaan SHP";"2019";"Rehospitalisaatio";"1 viikko";24;225
"575";"Keski-Pohjanmaan SHP";"2019";"Sosiaalihuolto";"1 viikko";21;225
"576";"Keski-Pohjanmaan SHP";"2019";"Yhteensä";"1 viikko";131;225
"577";"Keski-Pohjanmaan SHP";"2019";"PTH avohoito (käynnit)";"1 viikko";41;225
"578";"Keski-Pohjanmaan SHP";"2019";"PTH avohoito";"1 viikko";72;225
"579";"Keski-Pohjanmaan SHP";"2019";"Päivystyskäynti";"1 viikko";25;225
"580";"Keski-Pohjanmaan SHP";"2019";"PTH avohoito";"4 viikkoa";132;225
"581";"Keski-Pohjanmaan SHP";"2019";"Rehospitalisaatio";"4 viikkoa";48;225
"582";"Keski-Pohjanmaan SHP";"2019";"Yhteensä";"4 viikkoa";191;225
"583";"Keski-Pohjanmaan SHP";"2019";"Sosiaalihuolto";"4 viikkoa";23;225
"584";"Keski-Pohjanmaan SHP";"2019";"Rehospitalisaatio";"2 viikkoa";34;225
"585";"Keski-Pohjanmaan SHP";"2020";"PTH avohoito mielenterveys";"4 viikkoa";1;210
"586";"Keski-Pohjanmaan SHP";"2020";"Yhteensä (käynnit)";"1 viikko";108;210
"587";"Keski-Pohjanmaan SHP";"2020";"PTH + ESH avohoito (käynnit)";"2 viikkoa";119;210
"588";"Keski-Pohjanmaan SHP";"2020";"Yhteensä";"2 viikkoa";159;210
"589";"Keski-Pohjanmaan SHP";"2020";"Yhteensä";"1 viikko";132;210
"590";"Keski-Pohjanmaan SHP";"2020";"ESH avohoito";"1 viikko";54;210
"591";"Keski-Pohjanmaan SHP";"2020";"PTH avohoito";"2 viikkoa";111;210
"592";"Keski-Pohjanmaan SHP";"2020";"ESH avohoito";"2 viikkoa";74;210
"593";"Keski-Pohjanmaan SHP";"2020";"Yhteensä";"4 viikkoa";184;210
"594";"Keski-Pohjanmaan SHP";"2020";"PTH avohoito mielenterveys";"2 viikkoa";1;210
"595";"Keski-Pohjanmaan SHP";"2020";"Kuollut";"4 viikkoa";1;210
"596";"Keski-Pohjanmaan SHP";"2020";"PTH avohoito (käynnit)";"4 viikkoa";96;210
"597";"Keski-Pohjanmaan SHP";"2020";"Sosiaalihuolto";"4 viikkoa";14;210
"598";"Keski-Pohjanmaan SHP";"2020";"PTH + ESH avohoito (käynnit)";"1 viikko";91;210
"599";"Keski-Pohjanmaan SHP";"2020";"Päivystyskäynti";"4 viikkoa";38;210
"600";"Keski-Pohjanmaan SHP";"2020";"Rehospitalisaatio";"1 viikko";11;210
"601";"Keski-Pohjanmaan SHP";"2020";"PTH + ESH avohoito (käynnit)";"4 viikkoa";149;210
"602";"Keski-Pohjanmaan SHP";"2020";"PTH avohoito (käynnit)";"2 viikkoa";71;210
"603";"Keski-Pohjanmaan SHP";"2020";"PTH avohoito";"1 viikko";85;210
"604";"Keski-Pohjanmaan SHP";"2020";"Kuollut";"1 viikko";1;210
"605";"Keski-Pohjanmaan SHP";"2020";"Rehospitalisaatio";"2 viikkoa";19;210
"606";"Keski-Pohjanmaan SHP";"2020";"Päivystyskäynti";"2 viikkoa";24;210
"607";"Keski-Pohjanmaan SHP";"2020";"PTH avohoito (käynnit)";"1 viikko";45;210
"608";"Keski-Pohjanmaan SHP";"2020";"ESH avohoito";"4 viikkoa";102;210
"609";"Keski-Pohjanmaan SHP";"2020";"Kuollut";"2 viikkoa";1;210
"610";"Keski-Pohjanmaan SHP";"2020";"Päivystyskäynti";"1 viikko";18;210
"611";"Keski-Pohjanmaan SHP";"2020";"Sosiaalihuolto";"1 viikko";11;210
